time,elapsed,mode,PSU V,PSU I,Load V,Load I,mV1,mV2,mV3,mV4,mV5,mV6,mV7,mV8,mV9,mV10,mV11,mV12,mA
11:01:59,124,CC Discharge,0,0,0,0.20625,2879.7, 2894.2, 2877.7, 2907.0, 2854.9, 2877.7, 2926.8, 2867.7, 2878.1, 2919.9, 2902.2, 2889.7,-000196.4
11:02:00,125,CC Discharge,0,0,0,0.20625,2879.5, 2894.2, 2877.5, 2907.0, 2854.7, 2877.6, 2926.8, 2867.1, 2877.7, 2920.1, 2902.1, 2889.7,-000196.4
11:02:01,126,CC Discharge,0,0,0,0.20625,2879.2, 2894.0, 2877.3, 2906.8, 2854.6, 2877.6, 2926.6, 2866.5, 2877.4, 2920.3, 2902.0, 2889.6,-000196.4
11:02:02,127,CC Discharge,0,0,0,0.20625,2879.0, 2893.7, 2877.0, 2906.6, 2854.3, 2877.3, 2926.4, 2866.0, 2877.2, 2920.2, 2901.9, 2889.4,-000192.4
11:02:03,128,CC Discharge,0,0,0,0.20625,2878.5, 2893.4, 2876.6, 2906.4, 2854.0, 2877.0, 2926.1, 2865.4, 2876.8, 2920.2, 2901.6, 2889.1,-000192.4
11:02:04,129,CC Discharge,0,0,0,0.20625,2878.1, 2893.1, 2876.3, 2906.0, 2853.7, 2876.6, 2925.9, 2864.8, 2876.4, 2920.1, 2901.3, 2888.8,-000196.4
11:02:05,130,CC Discharge,0,0,0,0.20625,2877.9, 2892.9, 2876.0, 2905.9, 2853.4, 2876.5, 2925.8, 2864.3, 2876.1, 2920.0, 2901.2, 2888.6,-000192.4
11:02:06,131,CC Discharge,0,0,0,0.20625,2877.7, 2892.9, 2876.0, 2905.9, 2853.4, 2876.5, 2925.8, 2864.1, 2876.0, 2920.2, 2901.3, 2888.8,-000196.4
11:02:07,132,CC Discharge,0,0,0,0.20625,2877.4, 2892.5, 2875.6, 2905.6, 2853.1, 2876.3, 2925.5, 2863.6, 2875.6, 2920.0, 2901.0, 2888.5,-000196.4
11:02:08,133,CC Discharge,0,0,0,0.20625,2877.2, 2892.3, 2875.4, 2905.4, 2853.0, 2876.1, 2925.3, 2863.3, 2875.3, 2920.0, 2900.9, 2888.2,-000200.4
11:02:09,134,CC Discharge,0,0,0,0.20625,2877.0, 2892.2, 2875.3, 2905.4, 2852.8, 2876.1, 2925.3, 2863.0, 2875.2, 2920.1, 2900.9, 2888.3,-000196.4
11:02:10,135,CC Discharge,0,0,0,0.20625,2876.5, 2891.8, 2874.9, 2905.0, 2852.5, 2875.5, 2924.9, 2862.3, 2874.8, 2919.8, 2900.5, 2887.9,-000192.4
11:02:11,136,CC Discharge,0,0,0,0.20625,2876.3, 2891.6, 2874.6, 2904.7, 2852.1, 2875.5, 2924.6, 2861.9, 2874.4, 2919.7, 2900.4, 2887.7,-000196.4
11:02:12,137,CC Discharge,0,0,0,0.20625,2876.3, 2891.6, 2874.6, 2904.8, 2852.0, 2875.3, 2924.7, 2861.8, 2874.5, 2919.8, 2900.4, 2887.6,-000200.4
11:02:13,138,CC Discharge,0,0,0,0.20625,2876.0, 2891.3, 2874.3, 2904.6, 2851.9, 2875.2, 2924.6, 2861.5, 2874.2, 2919.6, 2900.3, 2887.5,-000200.4
11:02:14,139,CC Discharge,0,0,0,0.20625,2875.8, 2891.1, 2874.2, 2904.4, 2851.7, 2875.1, 2924.4, 2861.2, 2874.0, 2919.7, 2900.2, 2887.4,-000196.4
11:02:15,140,CC Discharge,0,0,0,0.20625,2875.5, 2891.0, 2874.0, 2904.2, 2851.5, 2874.9, 2924.2, 2860.8, 2873.7, 2919.7, 2900.0, 2887.2,-000200.4
11:02:16,141,CC Discharge,0,0,0,0.20625,2875.1, 2890.4, 2873.5, 2903.9, 2851.0, 2874.4, 2923.7, 2860.1, 2873.2, 2919.2, 2899.5, 2886.7,-000196.4
11:02:17,142,CC Discharge,0,0,0,0.20625,2874.9, 2890.3, 2873.4, 2903.9, 2851.0, 2874.4, 2923.7, 2860.1, 2873.1, 2919.3, 2899.7, 2886.8,-000192.4
11:02:18,143,CC Discharge,0,0,0,0.20625,2874.7, 2890.1, 2873.3, 2903.5, 2850.6, 2874.2, 2923.5, 2859.7, 2872.8, 2919.0, 2899.5, 2886.5,-000192.4
11:02:19,144,CC Discharge,0,0,0,0.20625,2874.4, 2889.9, 2873.0, 2903.4, 2850.4, 2873.9, 2923.5, 2859.5, 2872.6, 2919.0, 2899.3, 2886.4,-000196.4
11:02:20,145,CC Discharge,0,0,0,0.20625,2874.2, 2889.7, 2872.9, 2903.2, 2850.3, 2873.8, 2923.3, 2859.1, 2872.4, 2918.8, 2899.2, 2886.2,-000196.4
11:02:21,146,CC Discharge,0,0,0,0.20625,2873.9, 2889.3, 2872.4, 2903.0, 2849.9, 2873.5, 2922.9, 2858.7, 2872.0, 2918.6, 2898.8, 2885.8,-000196.4
